taxon,NAME,fips,O,H,G,bonap,usda,sum
Vitis rotundifolia var. rotundifolia,Long,13183,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Lincoln,28085,1,1,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Leake,28079,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Holmes,28051,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Carroll,28015,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Montgomery,28097,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Clay,28025,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Hinds,28049,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Smith,28129,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Stone,28131,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Yazoo,28163,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Sharkey,28125,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Orange,37135,4,3,NA,NA,NA,7
Vitis rotundifolia var. rotundifolia,Chatham,37037,1,1,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Randolph,37151,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Alexander,37003,1,NA,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Wilkes,37193,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Stanly,37167,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Burke,37023,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,McDowell,37111,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Bladen,37017,NA,3,NA,NA,NA,3
Vitis rotundifolia var. rotundifolia,Cabarrus,37025,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Wake,37183,3,NA,NA,NA,NA,3
Vitis rotundifolia var. rotundifolia,Harnett,37085,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Lee,37105,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Moore,37125,1,1,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Davie,37059,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Franklin,37069,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Johnston,37101,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Pushmataha,40127,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Laurens,45059,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Lexington,45063,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Bamberg,45009,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Fairfield,45039,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Kershaw,45055,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Sumter,45085,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Dorchester,45035,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Richland,45079,NA,3,NA,NA,NA,3
Vitis rotundifolia var. rotundifolia,Roane,47145,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,White,47185,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Anderson,48001,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Houston,48225,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Leon,48289,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Brazos,48041,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Madison,48313,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Titus,48449,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Hardin,48199,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Prince Edward,51147,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Henrico,51087,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Putnam,54079,NA,1,NA,NA,NA,1
